Season,HomeTeam,AwayTeam,HomeWageBill,AwayWageBill
2017,Man City,Chelsea,264,220
2017,Stoke,Burnley,85,61
2017,Sunderland,Leicester,85,113
2017,Tottenham,Swansea,127,99
2017,West Brom,Watford,79,76
2017,West Ham,Arsenal,95,199
2017,Bournemouth,Liverpool,72,208
2017,Everton,Man United,105,264
2017,Middlesbrough,Hull,65,61
2017,Arsenal,Stoke,199,85
2017,Burnley,Bournemouth,61,72
2017,Hull,Crystal Palace,61,81
2017,Leicester,Man City,113,264
2017,Swansea,Sunderland,99,85
2017,Watford,Everton,76,105
2017,Chelsea,West Brom,220,79
2017,Liverpool,West Ham,208,95
2017,Man United,Tottenham,264,127
2017,Southampton,Middlesbrough,113,65
2017,Bournemouth,Leicester,72,113
2017,Everton,Arsenal,105,199
2017,Crystal Palace,Man United,81,264
2017,Man City,Watford,264,76
2017,Middlesbrough,Liverpool,65,208
2017,Stoke,Southampton,85,113
2017,Sunderland,Chelsea,85,220
2017,Tottenham,Hull,127,61
2017,West Brom,Swansea,79,99
2017,West Ham,Burnley,95,61
2017,Crystal Palace,Chelsea,81,220
2017,Middlesbrough,Swansea,65,99
2017,Stoke,Leicester,85,113
2017,Sunderland,Watford,85,76
2017,West Brom,Man United,79,264
2017,West Ham,Hull,95,61
2017,Bournemouth,Southampton,72,113
2017,Man City,Arsenal,264,199
2017,Tottenham,Burnley,127,61
2017,Everton,Liverpool,105,208
2017,Arsenal,West Brom,199,79
2017,Burnley,Middlesbrough,61,65
2017,Chelsea,Bournemouth,220,72
2017,Hull,Man City,61,264
2017,Leicester,Everton,113,105
2017,Man United,Sunderland,264,85
2017,Swansea,West Ham,99,95
2017,Watford,Crystal Palace,76,81
2017,Liverpool,Stoke,208,85
2017,Southampton,Tottenham,113,127
2017,Hull,Everton,61,105
2017,Burnley,Sunderland,61,85
2017,Chelsea,Stoke,220,85
2017,Leicester,West Ham,113,95
2017,Liverpool,Man City,208,264
2017,Man United,Middlesbrough,264,65
2017,Southampton,West Brom,113,79
2017,Swansea,Bournemouth,99,72
2017,Arsenal,Crystal Palace,199,81
2017,Watford,Tottenham,76,127
2017,Everton,Southampton,105,113
2017,Man City,Burnley,264,61
2017,Middlesbrough,Leicester,65,113
2017,Sunderland,Liverpool,85,208
2017,West Brom,Hull,79,61
2017,West Ham,Man United,95,264
2017,Bournemouth,Arsenal,72,199
2017,Crystal Palace,Swansea,81,99
2017,Stoke,Watford,85,76
2017,Tottenham,Chelsea,127,220
2017,Burnley,Southampton,61,113
2017,Hull,Bournemouth,61,72
2017,Leicester,Chelsea,113,220
2017,Sunderland,Stoke,85,85
2017,Swansea,Arsenal,99,199
2017,Tottenham,West Brom,127,79
2017,Watford,Middlesbrough,76,65
2017,West Ham,Crystal Palace,95,81
2017,Everton,Man City,105,264
2017,Man United,Liverpool,264,208
2017,Bournemouth,Watford,72,76
2017,Crystal Palace,Everton,81,105
2017,Liverpool,Swansea,208,99
2017,Man City,Tottenham,264,127
2017,Middlesbrough,West Ham,65,95
2017,Stoke,Man United,85,264
2017,West Brom,Sunderland,79,85
2017,Arsenal,Burnley,199,61
2017,Chelsea,Hull,220,61
2017,Southampton,Leicester,113,113
2017,Arsenal,Watford,199,76
2017,Bournemouth,Crystal Palace,72,81
2017,Burnley,Leicester,61,113
2017,Liverpool,Chelsea,208,220
2017,Middlesbrough,West Brom,65,79
2017,Sunderland,Tottenham,85,127
2017,Swansea,Southampton,99,113
2017,Man United,Hull,264,61
2017,Stoke,Everton,85,105
2017,West Ham,Man City,95,264
2017,Chelsea,Arsenal,220,199
2017,Crystal Palace,Sunderland,81,85
2017,Everton,Bournemouth,105,72
2017,Hull,Liverpool,61,208
2017,Southampton,West Ham,113,95
2017,Tottenham,Middlesbrough,127,65
2017,Watford,Burnley,76,61
2017,West Brom,Stoke,79,85
2017,Leicester,Man United,113,264
2017,Man City,Swansea,264,99
2017,Arsenal,Hull,199,61
2017,Liverpool,Tottenham,208,127
2017,Man United,Watford,264,76
2017,Middlesbrough,Everton,65,105
2017,Stoke,Crystal Palace,85,81
2017,Sunderland,Southampton,85,113
2017,West Ham,West Brom,95,79
2017,Burnley,Chelsea,61,220
2017,Swansea,Leicester,99,113
2017,Bournemouth,Man City,72,264
2017,Chelsea,Swansea,220,99
2017,Crystal Palace,Middlesbrough,81,65
2017,Everton,Sunderland,105,85
2017,Hull,Burnley,61,61
2017,Watford,West Ham,76,95
2017,West Brom,Bournemouth,79,72
2017,Tottenham,Stoke,127,85
2017,Leicester,Liverpool,113,208
2017,Leicester,Hull,113,61
2017,Liverpool,Arsenal,208,199
2017,Man United,Bournemouth,264,72
2017,Stoke,Middlesbrough,85,65
2017,Swansea,Burnley,99,61
2017,Watford,Southampton,76,113
2017,West Brom,Crystal Palace,79,81
2017,Sunderland,Man City,85,264
2017,Tottenham,Everton,127,105
2017,West Ham,Chelsea,95,220
2017,Man City,Stoke,264,85
2017,Bournemouth,West Ham,72,95
2017,Everton,West Brom,105,79
2017,Hull,Swansea,61,99
2017,Liverpool,Burnley,208,61
2017,Bournemouth,Swansea,72,99
2017,Crystal Palace,Watford,81,76
2017,Everton,Hull,105,61
2017,Stoke,Chelsea,85,220
2017,Sunderland,Burnley,85,61
2017,West Brom,Arsenal,79,199
2017,West Ham,Leicester,95,113
2017,Man City,Liverpool,264,208
2017,Middlesbrough,Man United,65,264
2017,Tottenham,Southampton,127,113
2017,Burnley,Tottenham,61,127
2017,Chelsea,Crystal Palace,220,81
2017,Hull,West Ham,61,95
2017,Leicester,Stoke,113,85
2017,Liverpool,Everton,208,105
2017,Man United,West Brom,264,79
2017,Southampton,Bournemouth,113,72
2017,Watford,Sunderland,76,85
2017,Arsenal,Man City,199,264
2017,Swansea,Middlesbrough,99,65
2017,Burnley,Stoke,61,85
2017,Leicester,Sunderland,113,85
2017,Man United,Everton,264,105
2017,Watford,West Brom,76,79
2017,Arsenal,West Ham,199,95
2017,Chelsea,Man City,220,264
2017,Hull,Middlesbrough,61,65
2017,Liverpool,Bournemouth,208,72
2017,Southampton,Crystal Palace,113,81
2017,Swansea,Tottenham,99,127
2017,Bournemouth,Chelsea,72,220
2017,Man City,Hull,264,61
2017,Middlesbrough,Burnley,65,61
2017,Stoke,Liverpool,85,208
2017,Tottenham,Watford,127,76
2017,West Brom,Southampton,79,113
2017,West Ham,Swansea,95,99
2017,Everton,Leicester,105,113
2017,Sunderland,Man United,85,264
2017,Crystal Palace,Arsenal,81,199
2017,Crystal Palace,Leicester,81,113
2017,Everton,Burnley,105,61
2017,Southampton,Man City,113,264
2017,Stoke,Hull,85,61
2017,Sunderland,West Ham,85,95
2017,Tottenham,Bournemouth,127,72
2017,Watford,Swansea,76,99
2017,Man United,Chelsea,264,220
2017,West Brom,Liverpool,79,208
2017,Middlesbrough,Arsenal,65,199
2017,Bournemouth,Middlesbrough,72,65
2017,Hull,Watford,61,76
2017,Swansea,Stoke,99,85
2017,West Ham,Everton,95,105
2017,Burnley,Man United,61,264
2017,Liverpool,Crystal Palace,208,81
2017,Chelsea,Southampton,220,113
2017,Arsenal,Leicester,199,113
2017,Crystal Palace,Tottenham,81,127
2017,Middlesbrough,Sunderland,65,85
2017,Man City,Man United,264,264
2017,Crystal Palace,Burnley,81,61
2017,Southampton,Hull,113,61
2017,Stoke,West Ham,85,95
2017,Sunderland,Bournemouth,85,72
2017,West Brom,Leicester,79,113
2017,Everton,Chelsea,105,220
2017,Man United,Swansea,264,99
2017,Middlesbrough,Man City,65,264
2017,Tottenham,Arsenal,127,199
2017,Watford,Liverpool,76,208
2017,West Ham,Tottenham,95,127
2017,Bournemouth,Stoke,72,85
2017,Burnley,West Brom,61,79
2017,Hull,Sunderland,61,85
2017,Leicester,Watford,113,76
2017,Man City,Crystal Palace,264,81
2017,Swansea,Everton,99,105
2017,Arsenal,Man United,199,264
2017,Liverpool,Southampton,208,113
2017,Chelsea,Middlesbrough,220,65
2017,Southampton,Arsenal,113,199
2017,Everton,Watford,105,76
2017,West Brom,Chelsea,79,220
2017,Bournemouth,Burnley,72,61
2017,Man City,Leicester,264,113
2017,Middlesbrough,Southampton,65,113
2017,Stoke,Arsenal,85,199
2017,Sunderland,Swansea,85,99
2017,Crystal Palace,Hull,81,61
2017,Tottenham,Man United,127,264
2017,West Ham,Liverpool,95,208
2017,Chelsea,Watford,220,76
2017,Arsenal,Sunderland,199,85
2017,Man City,West Brom,264,79
2017,Southampton,Man United,113,264
2017,Leicester,Tottenham,113,127
2017,Arsenal,Everton,199,105
2017,Burnley,West Ham,61,95
2017,Chelsea,Sunderland,220,85
2017,Hull,Tottenham,61,127
2017,Leicester,Bournemouth,113,72
2017,Liverpool,Middlesbrough,208,65
2017,Man United,Crystal Palace,264,81
2017,Southampton,Stoke,113,85
2017,Swansea,West Brom,99,79
2017,Watford,Man City,76,264
2018,Arsenal,Leicester,121,60
2018,Brighton,Man City,39,128
2018,Chelsea,Burnley,114,37
2018,Crystal Palace,Huddersfield,66,30
2018,Everton,Stoke,79,52
2018,Southampton,Swansea,64,43
2018,Watford,Liverpool,45,86
2018,West Brom,Bournemouth,58,44
2018,Man United,West Ham,147,74
2018,Newcastle,Tottenham,46,79
2018,Bournemouth,Watford,44,45
2018,Burnley,West Brom,37,58
2018,Leicester,Brighton,60,39
2018,Liverpool,Crystal Palace,86,66
2018,Southampton,West Ham,64,74
2018,Stoke,Arsenal,52,121
2018,Swansea,Man United,43,147
2018,Huddersfield,Newcastle,30,46
2018,Tottenham,Chelsea,79,114
2018,Man City,Everton,128,79
2018,Bournemouth,Man City,44,128
2018,Crystal Palace,Swansea,66,43
2018,Huddersfield,Southampton,30,64
2018,Man United,Leicester,147,60
2018,Newcastle,West Ham,46,74
2018,Watford,Brighton,45,39
2018,Chelsea,Everton,114,79
2018,Liverpool,Arsenal,86,121
2018,Tottenham,Burnley,79,37
2018,West Brom,Stoke,58,52
2018,Arsenal,Bournemouth,121,44
2018,Brighton,West Brom,39,58
2018,Everton,Tottenham,79,79
2018,Leicester,Chelsea,60,114
2018,Man City,Liverpool,128,86
2018,Southampton,Watford,64,45
2018,Stoke,Man United,52,147
2018,Burnley,Crystal Palace,37,66
2018,Swansea,Newcastle,43,46
2018,West Ham,Huddersfield,74,30
2018,Bournemouth,Brighton,44,39
2018,Crystal Palace,Southampton,66,64
2018,Huddersfield,Leicester,30,60
2018,Liverpool,Burnley,86,37
2018,Newcastle,Stoke,46,52
2018,Tottenham,Swansea,79,43
2018,Watford,Man City,45,128
2018,West Brom,West Ham,58,74
2018,Chelsea,Arsenal,114,121
2018,Man United,Everton,147,79
2018,Burnley,Huddersfield,37,30
2018,Everton,Bournemouth,79,44
2018,Leicester,Liverpool,60,86
2018,Man City,Crystal Palace,128,66
2018,Southampton,Man United,64,147
2018,Stoke,Chelsea,52,114
2018,Swansea,Watford,43,45
2018,West Ham,Tottenham,74,79
2018,Brighton,Newcastle,39,46
2018,Arsenal,West Brom,121,58
2018,Bournemouth,Leicester,44,60
2018,Chelsea,Man City,114,128
2018,Huddersfield,Tottenham,30,79
2018,Man United,Crystal Palace,147,66
2018,Stoke,Southampton,52,64
2018,West Brom,Watford,58,45
2018,West Ham,Swansea,74,43
2018,Arsenal,Brighton,121,39
2018,Everton,Burnley,79,37
2018,Newcastle,Liverpool,46,86
2018,Burnley,West Ham,37,74
2018,Crystal Palace,Chelsea,66,114
2018,Liverpool,Man United,86,147
2018,Man City,Stoke,128,52
2018,Swansea,Huddersfield,43,30
2018,Tottenham,Bournemouth,79,44
2018,Watford,Arsenal,45,121
2018,Brighton,Everton,39,79
2018,Southampton,Newcastle,64,46
2018,Leicester,West Brom,60,58
2018,West Ham,Brighton,74,39
2018,Chelsea,Watford,114,45
2018,Huddersfield,Man United,30,147
2018,Man City,Burnley,128,37
2018,Newcastle,Crystal Palace,46,66
2018,Southampton,West Brom,64,58
2018,Stoke,Bournemouth,52,44
2018,Swansea,Leicester,43,60
2018,Everton,Arsenal,79,121
2018,Tottenham,Liverpool,79,86
2018,Arsenal,Swansea,121,43
2018,Bournemouth,Chelsea,44,114
2018,Crystal Palace,West Ham,66,74
2018,Liverpool,Huddersfield,86,30
2018,Man United,Tottenham,147,79
2018,Watford,Stoke,45,52
2018,West Brom,Man City,58,128
2018,Brighton,Southampton,39,64
2018,Leicester,Everton,60,79
2018,Burnley,Newcastle,37,46
2018,Huddersfield,West Brom,30,58
2018,Newcastle,Bournemouth,46,44
2018,Southampton,Burnley,64,37
2018,Stoke,Leicester,52,60
2018,Swansea,Brighton,43,39
2018,West Ham,Liverpool,74,86
2018,Chelsea,Man United,114,147
2018,Everton,Watford,79,45
2018,Man City,Arsenal,128,121
2018,Tottenham,Crystal Palace,79,66
2018,Arsenal,Tottenham,121,79
2018,Bournemouth,Huddersfield,44,30
2018,Burnley,Swansea,37,43
2018,Crystal Palace,Everton,66,79
2018,Leicester,Man City,60,128
2018,Liverpool,Southampton,86,64
2018,Man United,Newcastle,147,46
2018,West Brom,Chelsea,58,114
2018,Watford,West Ham,45,74
2018,Brighton,Stoke,39,52
2018,West Ham,Leicester,74,60
2018,Crystal Palace,Stoke,66,52
2018,Liverpool,Chelsea,86,114
2018,Man United,Brighton,147,39
2018,Newcastle,Watford,46,45
2018,Swansea,Bournemouth,43,44
2018,Tottenham,West Brom,79,58
2018,Burnley,Arsenal,37,121
2018,Huddersfield,Man City,30,128
2018,Southampton,Everton,64,79
2018,Brighton,Crystal Palace,39,66
2018,Leicester,Tottenham,60,79
2018,Watford,Man United,45,147
2018,West Brom,Newcastle,58,46
2018,Arsenal,Huddersfield,121,30
2018,Bournemouth,Burnley,44,37
2018,Chelsea,Swansea,114,43
2018,Everton,West Ham,79,74
2018,Man City,Southampton,128,64
2018,Stoke,Liverpool,52,86
2018,Arsenal,Man United,121,147
2018,Brighton,Liverpool,39,86
2018,Chelsea,Newcastle,114,46
2018,Everton,Huddersfield,79,30
2018,Leicester,Burnley,60,37
2018,Stoke,Swansea,52,43
2018,Watford,Tottenham,45,79
2018,West Brom,Crystal Palace,58,66
2018,Bournemouth,Southampton,44,64
2018,Man City,West Ham,128,74
2018,Burnley,Watford,37,45
2018,Crystal Palace,Bournemouth,66,44
2018,Huddersfield,Brighton,30,39
2018,Newcastle,Leicester,46,60
2018,Swansea,West Brom,43,58
2018,Tottenham,Stoke,79,52
2018,West Ham,Chelsea,74,114
2018,Liverpool,Everton,86,79
2018,Man United,Man City,147,128
2018,Southampton,Arsenal,64,121
2018,Burnley,Stoke,37,52
2018,Crystal Palace,Watford,66,45
2018,Huddersfield,Chelsea,30,114
2018,Liverpool,West Brom,86,58
2018,Man United,Bournemouth,147,44
2018,Newcastle,Everton,46,79
2018,Southampton,Leicester,64,60
2018,Swansea,Man City,43,128
2018,Tottenham,Brighton,79,39
2018,West Ham,Arsenal,74,121
2018,Arsenal,Newcastle,121,46
2018,Brighton,Burnley,39,37
2018,Chelsea,Southampton,114,64
2018,Leicester,Crystal Palace,60,66
2018,Man City,Tottenham,128,79
2018,Stoke,West Ham,52,74
2018,Watford,Huddersfield,45,30
2018,Bournemouth,Liverpool,44,86
2018,West Brom,Man United,58,147
2018,Everton,Swansea,79,43
2018,Arsenal,Liverpool,121,86
2018,Brighton,Watford,39,45
2018,Burnley,Tottenham,37,79
2018,Everton,Chelsea,79,114
2018,Leicester,Man United,60,147
2018,Man City,Bournemouth,128,44
2018,Southampton,Huddersfield,64,30
2018,Stoke,West Brom,52,58
2018,Swansea,Crystal Palace,43,66
2018,West Ham,Newcastle,74,46
2018,Bournemouth,West Ham,44,74
2018,Chelsea,Brighton,114,39
2018,Huddersfield,Stoke,30,52
2018,Liverpool,Swansea,86,43
2018,Man United,Burnley,147,37
2018,Tottenham,Southampton,79,64
2018,Watford,Leicester,45,60
2018,West Brom,Everton,58,79
2018,Newcastle,Man City,46,128
2018,Crystal Palace,Arsenal,66,121
2018,Bournemouth,Everton,44,79
2018,Chelsea,Stoke,114,52
2018,Huddersfield,Burnley,30,37
2018,Liverpool,Leicester,86,60
2018,Man United,Southampton,147,64
2018,Newcastle,Brighton,46,39
2018,Watford,Swansea,45,43
2018,Crystal Palace,Man City,66,128
2018,West Brom,Arsenal,58,121
2018,Brighton,Bournemouth,39,44
2018,Burnley,Liverpool,37,86
2018,Everton,Man United,79,147
2018,Leicester,Huddersfield,60,30
2018,Stoke,Newcastle,52,46
2018,Man City,Watford,128,45
2018,Southampton,Crystal Palace,64,66
2018,Swansea,Tottenham,43,79
2018,West Ham,West Brom,74,58
2018,Arsenal,Chelsea,121,114
2018,Tottenham,West Ham,79,74
2018,Chelsea,Leicester,114,60
2018,Crystal Palace,Burnley,66,37
2018,Huddersfield,West Ham,30,74
2018,Newcastle,Swansea,46,43
2018,Tottenham,Everton,79,79
2018,Watford,Southampton,45,64
2018,West Brom,Brighton,58,39
2018,Bournemouth,Arsenal,44,121
2018,Liverpool,Man City,86,128
2018,Man United,Stoke,147,52
2018,Arsenal,Crystal Palace,121,66
2018,Brighton,Chelsea,39,114
2018,Burnley,Man United,37,147
2018,Everton,West Brom,79,58
2018,Leicester,Watford,60,45
2018,Man City,Newcastle,128,46
2018,Stoke,Huddersfield,52,30
2018,West Ham,Bournemouth,74,44
2018,Southampton,Tottenham,64,79
2018,Swansea,Liverpool,43,86
2018,Huddersfield,Liverpool,30,86
2018,Swansea,Arsenal,43,121
2018,West Ham,Crystal Palace,74,66
2018,Chelsea,Bournemouth,114,44
2018,Everton,Leicester,79,60
2018,Man City,West Brom,128,58
2018,Newcastle,Burnley,46,37
2018,Southampton,Brighton,64,39
2018,Stoke,Watford,52,45
2018,Tottenham,Man United,79,147
2018,Arsenal,Everton,121,79
2018,Bournemouth,Stoke,44,52
2018,Brighton,West Ham,39,74
2018,Burnley,Man City,37,128
2018,Leicester,Swansea,60,43
2018,Man United,Huddersfield,147,30
2018,West Brom,Southampton,58,64
2018,Crystal Palace,Newcastle,66,46
2018,Liverpool,Tottenham,86,79
2018,Watford,Chelsea,45,114
2018,Everton,Crystal Palace,79,66
2018,Man City,Leicester,128,60
2018,Stoke,Brighton,52,39
2018,Swansea,Burnley,43,37
2018,Tottenham,Arsenal,79,121
2018,West Ham,Watford,74,45
2018,Huddersfield,Bournemouth,30,44
2018,Newcastle,Man United,46,147
2018,Southampton,Liverpool,64,86
2018,Chelsea,West Brom,114,58
2018,Bournemouth,Newcastle,44,46
2018,Brighton,Swansea,39,43
2018,Burnley,Southampton,37,64
2018,Leicester,Stoke,60,52
2018,Liverpool,West Ham,86,74
2018,Watford,Everton,45,79
2018,West Brom,Huddersfield,58,30
2018,Crystal Palace,Tottenham,66,79
2018,Man United,Chelsea,147,114
2018,Arsenal,Man City,121,128
2018,Burnley,Everton,37,79
2018,Leicester,Bournemouth,60,44
2018,Liverpool,Newcastle,86,46
2018,Southampton,Stoke,64,52
2018,Swansea,West Ham,43,74
2018,Tottenham,Huddersfield,79,30
2018,Watford,West Brom,45,58
2018,Brighton,Arsenal,39,121
2018,Man City,Chelsea,128,114
2018,Crystal Palace,Man United,66,147
2018,Chelsea,Crystal Palace,114,66
2018,Everton,Brighton,79,39
2018,Huddersfield,Swansea,30,43
2018,Man United,Liverpool,147,86
2018,Newcastle,Southampton,46,64
2018,West Brom,Leicester,58,60
2018,West Ham,Burnley,74,37
2018,Arsenal,Watford,121,45
2018,Bournemouth,Tottenham,44,79
2018,Stoke,Man City,52,128
2018,Bournemouth,West Brom,44,58
2018,Huddersfield,Crystal Palace,30,66
2018,Liverpool,Watford,86,45
2018,Stoke,Everton,52,79
2018,Brighton,Leicester,39,60
2018,Crystal Palace,Liverpool,66,86
2018,Everton,Man City,79,128
2018,Man United,Swansea,147,43
2018,Newcastle,Huddersfield,46,30
2018,Watford,Bournemouth,45,44
2018,West Brom,Burnley,58,37
2018,West Ham,Southampton,74,64
2018,Arsenal,Stoke,121,52
2018,Chelsea,Tottenham,114,79
2018,Bournemouth,Crystal Palace,44,66
2018,Brighton,Huddersfield,39,30
2018,Everton,Liverpool,79,86
2018,Leicester,Newcastle,60,46
2018,Man City,Man United,128,147
2018,Stoke,Tottenham,52,79
2018,Watford,Burnley,45,37
2018,West Brom,Swansea,58,43
2018,Arsenal,Southampton,121,64
2018,Chelsea,West Ham,114,74
2018,Burnley,Leicester,37,60
2018,Crystal Palace,Brighton,66,39
2018,Huddersfield,Watford,30,45
2018,Liverpool,Bournemouth,86,44
2018,Southampton,Chelsea,64,114
2018,Swansea,Everton,43,79
2018,Tottenham,Man City,79,128
2018,Man United,West Brom,147,58
2018,Newcastle,Arsenal,46,121
2018,West Ham,Stoke,74,52
2018,Brighton,Tottenham,39,79
2018,Bournemouth,Man United,44,147
2018,Burnley,Chelsea,37,114
2018,Leicester,Southampton,60,64
2018,Watford,Crystal Palace,45,66
2018,West Brom,Liverpool,58,86
2018,Arsenal,West Ham,121,74
2018,Man City,Swansea,128,43
2018,Stoke,Burnley,52,37
2018,Everton,Newcastle,79,46
2018,Burnley,Brighton,37,39
2018,Crystal Palace,Leicester,66,60
2018,Huddersfield,Everton,30,79
2018,Liverpool,Stoke,86,52
2018,Newcastle,West Brom,46,58
2018,Southampton,Bournemouth,64,44
2018,Swansea,Chelsea,43,114
2018,Man United,Arsenal,147,121
2018,West Ham,Man City,74,128
2018,Tottenham,Watford,79,45
2018,Brighton,Man United,39,147
2018,Bournemouth,Swansea,44,43
2018,Everton,Southampton,79,64
2018,Leicester,West Ham,60,74
2018,Stoke,Crystal Palace,52,66
2018,Watford,Newcastle,45,46
2018,West Brom,Tottenham,58,79
2018,Arsenal,Burnley,121,37
2018,Chelsea,Liverpool,114,86
2018,Man City,Huddersfield,128,30
2018,Swansea,Southampton,43,64
2018,Chelsea,Huddersfield,114,30
2018,Leicester,Arsenal,60,121
2018,Man City,Brighton,128,39
2018,Tottenham,Newcastle,79,46
2018,West Ham,Man United,74,147
2018,Burnley,Bournemouth,37,44
2018,Crystal Palace,West Brom,66,58
2018,Huddersfield,Arsenal,30,121
2018,Liverpool,Brighton,86,39
2018,Man United,Watford,147,45
2018,Newcastle,Chelsea,46,114
2018,Southampton,Man City,64,128
2018,Swansea,Stoke,43,52
2018,Tottenham,Leicester,79,60
2018,West Ham,Everton,74,79
2019,Man United,Leicester,149,80
2019,Bournemouth,Cardiff,42,26
2019,Fulham,Crystal Palace,42,70
2019,Huddersfield,Chelsea,32,125
2019,Newcastle,Tottenham,43,86
2019,Watford,Brighton,51,39
2019,Wolves,Everton,39,84
2019,Arsenal,Man City,128,144
2019,Liverpool,West Ham,122,85
2019,Southampton,Burnley,70,42
2019,Cardiff,Newcastle,26,43
2019,Chelsea,Arsenal,125,128
2019,Everton,Southampton,84,70
2019,Leicester,Wolves,80,39
2019,Tottenham,Fulham,86,42
2019,West Ham,Bournemouth,85,42
2019,Brighton,Man United,39,149
2019,Burnley,Watford,42,51
2019,Man City,Huddersfield,144,32
2019,Crystal Palace,Liverpool,70,122
2019,Arsenal,West Ham,128,85
2019,Bournemouth,Everton,42,84
2019,Huddersfield,Cardiff,32,26
2019,Liverpool,Brighton,122,39
2019,Southampton,Leicester,70,80
2019,Wolves,Man City,39,144
2019,Fulham,Burnley,42,42
2019,Newcastle,Chelsea,43,125
2019,Watford,Crystal Palace,51,70
2019,Man United,Tottenham,149,86
2019,Brighton,Fulham,39,42
2019,Chelsea,Bournemouth,125,42
2019,Crystal Palace,Southampton,70,70
2019,Everton,Huddersfield,84,32
2019,Leicester,Liverpool,80,122
2019,Man City,Newcastle,144,43
2019,West Ham,Wolves,85,39
2019,Burnley,Man United,42,149
2019,Cardiff,Arsenal,26,128
2019,Watford,Tottenham,51,86
2019,Bournemouth,Leicester,42,80
2019,Chelsea,Cardiff,125,26
2019,Huddersfield,Crystal Palace,32,70
2019,Man City,Fulham,144,42
2019,Newcastle,Arsenal,43,128
2019,Tottenham,Liverpool,86,122
2019,Watford,Man United,51,149
2019,Everton,West Ham,84,85
2019,Wolves,Burnley,39,42
2019,Southampton,Brighton,70,39
2019,Brighton,Tottenham,39,86
2019,Burnley,Bournemouth,42,42
2019,Cardiff,Man City,26,144
2019,Crystal Palace,Newcastle,70,43
2019,Fulham,Watford,42,51
2019,Leicester,Huddersfield,80,32
2019,Liverpool,Southampton,122,70
2019,Man United,Wolves,149,39
2019,Arsenal,Everton,128,84
2019,West Ham,Chelsea,85,125
2019,Arsenal,Watford,128,51
2019,Chelsea,Liverpool,125,122
2019,Everton,Fulham,84,42
2019,Huddersfield,Tottenham,32,86
2019,Man City,Brighton,144,39
2019,Newcastle,Leicester,43,80
2019,West Ham,Man United,85,149
2019,Wolves,Southampton,39,70
2019,Cardiff,Burnley,26,42
2019,Bournemouth,Crystal Palace,42,70
2019,Brighton,West Ham,39,85
2019,Burnley,Huddersfield,42,32
2019,Crystal Palace,Wolves,70,39
2019,Leicester,Everton,80,84
2019,Man United,Newcastle,149,43
2019,Tottenham,Cardiff,86,26
2019,Watford,Bournemouth,51,42
2019,Fulham,Arsenal,42,128
2019,Liverpool,Man City,122,144
2019,Southampton,Chelsea,70,125
2019,Bournemouth,Southampton,42,70
2019,Cardiff,Fulham,26,42
2019,Chelsea,Man United,125,149
2019,Huddersfield,Liverpool,32,122
2019,Man City,Burnley,144,42
2019,Newcastle,Brighton,43,39
2019,West Ham,Tottenham,85,86
2019,Wolves,Watford,39,51
2019,Everton,Crystal Palace,84,70
2019,Arsenal,Leicester,128,80
2019,Brighton,Wolves,39,39
2019,Fulham,Bournemouth,42,42
2019,Leicester,West Ham,80,85
2019,Liverpool,Cardiff,122,26
2019,Southampton,Newcastle,70,43
2019,Watford,Huddersfield,51,32
2019,Burnley,Chelsea,42,125
2019,Crystal Palace,Arsenal,70,128
2019,Man United,Everton,149,84
2019,Tottenham,Man City,86,144
2019,Arsenal,Liverpool,128,122
2019,Bournemouth,Man United,42,149
2019,Cardiff,Leicester,26,80
2019,Everton,Brighton,84,39
2019,Newcastle,Watford,43,51
2019,West Ham,Burnley,85,42
2019,Wolves,Tottenham,39,86
2019,Chelsea,Crystal Palace,125,70
2019,Man City,Southampton,144,70
2019,Huddersfield,Fulham,32,42
2019,Cardiff,Brighton,26,39
2019,Crystal Palace,Tottenham,70,86
2019,Huddersfield,West Ham,32,85
2019,Leicester,Burnley,80,42
2019,Newcastle,Bournemouth,43,42
2019,Southampton,Watford,70,51
2019,Arsenal,Wolves,128,39
2019,Chelsea,Everton,125,84
2019,Liverpool,Fulham,122,42
2019,Man City,Man United,144,149
2019,Brighton,Leicester,39,80
2019,Everton,Cardiff,84,26
2019,Fulham,Southampton,42,70
2019,Man United,Crystal Palace,149,70
2019,Tottenham,Chelsea,86,125
2019,Watford,Liverpool,51,122
2019,West Ham,Man City,85,144
2019,Bournemouth,Arsenal,42,128
2019,Wolves,Huddersfield,39,32
2019,Burnley,Newcastle,42,43
2019,Cardiff,Wolves,26,39
2019,Crystal Palace,Burnley,70,42
2019,Huddersfield,Brighton,32,39
2019,Leicester,Watford,80,51
2019,Man City,Bournemouth,144,42
2019,Newcastle,West Ham,43,85
2019,Southampton,Man United,70,149
2019,Arsenal,Tottenham,128,86
2019,Chelsea,Fulham,125,42
2019,Liverpool,Everton,122,84
2019,Bournemouth,Huddersfield,42,32
2019,Brighton,Crystal Palace,39,70
2019,Watford,Man City,51,144
2019,West Ham,Cardiff,85,26
2019,Burnley,Liverpool,42,122
2019,Everton,Newcastle,84,43
2019,Fulham,Leicester,42,80
2019,Man United,Arsenal,149,128
2019,Tottenham,Southampton,86,70
2019,Wolves,Chelsea,39,125
2019,Arsenal,Huddersfield,128,32
2019,Bournemouth,Liverpool,42,122
2019,Burnley,Brighton,42,39
2019,Cardiff,Southampton,26,70
